Crash ID,Record Type,Serial #,Crash Month,Crash Day,Crash Year,Week Day Code,Crash Hour,County Code,City Section ID,Urban Area Code,Functional Class Code,NHS Flag,Highway Number,Highway Suffix,Roadway Number,Highway Component,Mileage Type,Connection Number,Linear Reference System (LRS),Latitude Degrees,Latitude Minutes,Latitude Seconds,Longitude Degrees,Longitude Minutes,Longitude Seconds,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Special Jurisdiction,Jurisdiction Group,Street Number,Nearest Intersecting Street Number,Intersection Sequence Number,Distance from Intersection,Direction From Intersection,Milepoint,Posted Speed Limit,Road Character,Off Roadway Flag,Intersection Type,Intersection Related Flag,Roundabout Flag,Driveway Related Flag,Number of Lanes,Number of Turning Legs,Median Type,Impact Location,Crash Type,Collision Type,Crash Severity,Weather Condition,Road Surface Condition,Light Condition,Traffic Control Device (TCD),TCD Functional Flag,Investigating Agency,Crash Level Event 1 Code,Crash Level Event 2 Code,Crash Level Event 3 Code,Crash Level Cause 1 Code,Crash Level Cause 2 Code,Crash Level Cause 3 Code,School Zone Indicator,Work Zone Indicator,Secondary Crash Indicator,Alcohol-Involved Flag,Drugs Involved Flag,Crash Marijuana Involved Flag,Speed Involved Flag,Crash Level Hit & Run Flag,Population Range Code,Road Control,Route Type,Route Number,Region ID,District ID,Segment Marker ID,Segment Point LRS Measure,Unlocatable Flag,Total Vehicle Count,Total Fatality Count,Total Suspected Serious Injury (A) Count,Total Suspected Minor Injury (B) Count,Total Possible Injury (C) Count,Total Non-Fatal Injury Count,Total Un-Injured  Children Age 00-04,Total Un-Injured Persons,Total Pedestrian Count,Total Pedestrian Fatality Count,Total Pedestrian Non-Fatal Injury Count,Total Pedalcyclist Count,Total Pedalcyclist Fatality Count,Total Pedalcyclist Non-Fatal Injury Count,Total Unknown Non-Motorist Count,Total Unknown Non-Motorist Fatality Count,Total Unknown Non-Motorist Injury Count,Total Vehicle Occupant Count,Total Count of Persons Involved,Total Persons Using Safety Equipment  ,Total Persons Not Using Safety Equipment,Total Persons Safety Equipment Use Unknown,Vehicle Ownership Code,Vehicle Special Use Code,Vehicle Type Code,Emergency Use Flag,Number of Trailers,Vehicle Movement Code,Vehicle Travel Direction From,Vehicle Travel Direction To,Vehicle Action Code,Vehicle Cause 1 Code,Vehicle Cause 2 Code,Vehicle Cause 3 Code,Vehicle Event 1 Code,Vehicle Event 2 Code,Vehicle Event 3 Code,Vehicle Exceeded Posted Speed Flag,Vehicle Hit & Run Flag,Safety Equipment Used Quantity,Safety Equipment Un-used Quantity,Safety Equipment Use Unknown Quantity,Vehicle Occupant Count,Vehicle Striking Flag,Participant Type Code,Participant Hit & Run Flag,Public Employee Flag,Sex,Age,Driver License Status,Driver Residence Status,Injury Severity,Participant Safety Equipment Use Code,Airbag Deployment,Non-Motorist Movement Code,Non-Motorist Travel Direction From,Non-Motorist Travel Direction To,Non-Motorist Location,Participant Action,Participant Error 1 Code,Participant Error 2 Code,Participant Error 3 Code,Participant Cause 1 Code,Participant Cause 2 Code,Participant Cause 3 Code,Participant Event 1 Code,Participant Event 2 Code,Participant Event 3 Code,BAC Test Results Code,Alcohol Use Reported,Drug Use Reported,Participant Marijuana Use Reported,Participant Striker Flag
1830243,1,81,3,16,2019,7,16,14,0,0,2,1,26,,1,0,0,,002600100S00,45,38,47.38,-121,30,44.79,0,,,,,,9,97.32,55,1,0,3,0,0,0,0,0,,3,D,6,4,1,1,1,0,1,1,,,,27,29,,0,0,0,0,0,0,,5,OR,35,1,02C,293_10892,,0,2,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,3,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831161,1,9,1,3,2019,5,7,3,185,68,14,1,26,,1,0,0,,002600100S00,45,24,10.54,-122,17,7.87,0,,1504,1102,1,,8,23.04,45,3,0,,0,0,0,4,,0,4,C,3,4,3,2,2,0,1,3,,,,17,29,,0,0,0,0,0,0,5,4,US,26,1,02C,293_16426,,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831660,1,83,1,9,2019,4,7,3,0,57,14,1,26,,1,0,0,,002600100S00,45,26,40.57,-122,21,38.86,0,,,,,,9,18.35,55,1,0,1,0,0,0,0,0,,4,H,6,4,2,1,1,0,1,1,,,,2,8,,0,0,0,0,0,0,,8,US,26,1,02C,293_6833,,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831698,1,89,1,9,2019,4,18,3,0,57,14,1,26,,1,6,0,1,0026AK100S00,45,25,57.61,-122,20,42.94,0,,,,,,1,19.49,,1,0,1,0,0,0,0,2,,6,E,3,4,3,2,3,4,1,0,,,,29,,,,,0,0,0,0,,8,US,26,1,02C,293_6308,,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832302,1,944,2,2,2019,7,17,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,42.89,-122,29,56.22,0,,1940,5160,1,,8,9.15,35,1,0,3,0,0,0,0,0,,6,E,3,4,1,1,1,4,1,3,,,,29,,,0,0,0,0,0,1,9,2,US,26,1,02B,293_18833,,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832348,1,118,1,12,2019,7,14,3,185,68,14,1,26,,2,1,0,,002600200S00,45,23,50.25,-122,15,46.91,0,,1904,2204,1,,9,24.22,25,1,0,1,0,0,0,0,0,,1,B,1,4,1,1,1,4,1,3,,,,2,,,,,0,0,0,0,5,4,US,26,1,02C,293_12236,,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833315,1,180,1,15,2019,3,21,3,185,68,14,1,26,,1,0,0,,002600100S00,45,23,46.7,-122,15,6.46,0,,1504,1401,1,,8,25.02,40,2,1,,0,0,0,4,,0,8,8,9,4,2,1,3,0,1,3,62,,,8,32,,0,0,1,0,0,0,5,4,US,26,1,02C,293_21085,,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833381,1,200,1,18,2019,6,17,3,185,68,14,1,26,,1,0,0,,002600100S00,45,24,21.15,-122,17,39.47,0,,426,1504,1,,9,22.56,50,1,0,3,0,0,0,0,0,,4,G,2,4,3,2,3,0,1,3,,,,1,5,32,,,0,0,1,0,5,4,US,26,1,02C,293_8495,,0,2,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,5,5,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833535,1,1103,2,6,2019,4,18,26,245,57,14,1,26,,1,0,0,,002600100S00,45,30,4.17,-122,39,15.17,0,,1567,1940,1,,1,1.32,35,1,0,1,0,0,0,0,1,,2,B,6,4,1,1,2,7,1,5,13,,,2,,,,,0,0,0,0,9,2,US,26,1,02B,293_12192,,0,4,0,0,1,1,2,0,3,0,0,0,0,0,0,0,0,0,5,5,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833678,1,268,1,23,2019,4,17,3,0,0,2,1,26,,1,0,0,,002600100S00,45,17,29.18,-121,41,26.6,0,,,,,,0,58.91,55,5,0,,0,0,0,3,,0,3,2,2,4,3,2,3,0,1,1,,,,20,,,0,0,0,0,0,0,,5,OR,35,1,02C,293_8528,,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833867,1,193,1,8,2019,3,8,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,32.31,-122,29,4.82,0,,1940,5174,1,,4,9.87,35,1,0,1,0,0,0,0,0,,6,3,0,4,3,2,1,22,1,3,,,,18,,,0,0,0,1,0,0,9,2,US,26,1,02B,293_16249,,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833899,1,205,1,8,2019,3,13,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,52.99,-122,30,38.24,0,,1940,5148,1,,9,8.55,35,1,0,1,0,0,0,0,0,,2,H,6,4,1,1,1,1,1,5,,,,2,4,,,,0,0,0,0,9,2,US,26,1,02B,293_18831,,0,2,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,3,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833971,1,1283,2,12,2019,3,16,26,250,57,14,1,26,,1,0,0,,002600100S00,45,30,4.57,-122,39,51.11,0,,9005,5007,1,,7,0.84,40,8,0,,0,0,0,4,,0,3,C,5,4,1,1,1,99,1,0,,,,13,,,,,0,0,0,0,9,2,US,26,1,02B,293_6794,,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833979,1,1291,2,13,2019,4,8,26,245,57,14,1,26,,2,0,0,,002600200S00,45,30,1.16,-122,39,1.89,0,,1940,5013,1,,3,1.52,35,3,0,,0,0,0,4,,1,5,E,3,4,1,2,1,99,1,0,,,,1,,,,,0,0,1,0,9,2,US,26,1,02B,293_22189,,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833986,1,1296,2,13,2019,4,17,26,250,57,14,1,26,,1,0,0,,002600100S00,45,30,4.46,-122,39,52.56,0,,9005,5007,1,,7,0.82,40,8,0,,0,0,0,4,,0,3,E,3,4,2,1,2,99,1,3,,,,27,,,0,0,0,0,0,0,9,2,US,26,1,02B,293_6794,,0,2,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,3,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834003,1,80138,1,26,2019,7,12,14,0,0,2,1,26,,1,0,0,,002600100S00,45,18,18.99,-121,40,4.61,0,,,,,,0,61.96,55,3,0,,0,0,0,2,,0,3,E,3,4,1,1,1,0,1,0,,,,29,,,,,0,0,0,0,,5,OR,35,1,02C,293_25266,,0,2,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,4,4,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834029,1,2351,3,19,2019,3,15,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,50.93,-122,36,25.58,0,,1940,5054,1,,3,3.66,35,1,0,3,0,0,0,0,0,,6,E,3,4,1,1,1,19,1,0,4,,,29,,,,,0,0,0,0,9,2,US,26,1,02B,293_11625,,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834096,1,222,1,9,2019,4,7,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,49.44,-122,37,33.16,0,,1940,5036,1,,7,2.74,35,1,0,3,0,0,0,0,0,,6,E,3,4,3,2,4,99,1,5,4,,,29,,,,,0,0,0,0,9,2,US,26,1,02B,293_865,,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834202,1,223,1,9,2019,4,7,26,247,57,16,0,26,,1,6,0,3,0026AC100S00,45,30,22,-122,40,38.99,0,,831,9905,1,,5,0.21,,1,0,3,0,0,0,0,0,,6,E,3,4,3,2,1,99,1,0,,,,29,,,,,0,0,0,0,9,2,US,26,1,02B,293_6302,,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834407,1,1460,2,18,2019,2,3,26,245,57,14,1,26,,1,0,0,,002600100S00,45,30,2.38,-122,39,7.69,0,,1940,5013,1,,3,1.43,35,1,1,5,0,0,0,0,0,,5,8,9,4,2,1,2,4,1,3,62,,,33,16,,0,0,0,0,0,1,9,2,US,26,1,02B,293_8487,,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834440,1,1518,2,20,2019,4,7,26,247,57,16,0,26,,2,0,0,,002600200S00,45,30,10.97,-122,40,35.99,0,,1303,2614,1,,4,0.09,35,1,0,3,0,0,0,0,0,,6,E,3,4,1,1,1,4,1,0,,,,27,,,,,0,0,0,0,9,2,US,26,1,02B,293_6878,,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834574,1,339,1,29,2019,3,11,3,185,68,14,1,26,,1,1,0,,002600100S00,45,23,46.91,-122,15,50.98,0,,203,1905,1,,9,24.19,25,1,0,1,0,0,0,0,0,,2,H,6,4,1,1,1,4,1,3,,,,2,8,,0,0,0,0,0,0,5,4,US,26,1,02C,293_12199,,0,2,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,3,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834655,1,275,1,11,2019,6,18,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,49.03,-122,32,31.61,0,,1940,5118,1,,7,6.99,35,1,0,1,0,0,0,0,0,,6,E,3,4,1,2,2,99,1,0,,,,29,,,,,0,0,0,0,9,2,US,26,1,02B,293_16213,,0,2,0,0,0,4,4,2,1,0,0,0,0,0,0,0,0,0,5,5,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834846,1,8131,9,8,2019,1,20,26,247,57,14,1,26,,1,6,0,1,0026AA100S00,45,30,3.15,-122,40,40.05,0,,9330,2614,2,,6,0.51,25,8,1,,0,0,0,1,,0,6,8,9,5,0,0,5,15,1,3,45,,,32,,,,,1,0,0,0,9,2,US,26,1,02B,293_8537,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834858,1,8217,9,10,2019,3,13,26,247,57,16,0,26,,1,0,0,,002600100S00,45,30,1.4,-122,40,30.92,0,,1697,9338,1,,9,0.27,25,1,0,3,0,0,0,0,0,,3,B,6,5,3,2,1,4,1,0,124,,,8,1,,,,0,0,1,0,9,2,US,26,1,02B,293_6790,,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835060,1,737,1,23,2019,4,17,3,0,0,2,1,26,,1,0,0,,002600100S00,45,17,30.45,-121,41,22.69,0,,,,,,0,58.97,55,5,1,,0,0,0,3,,0,7,9,9,5,3,2,3,0,1,1,124,77,93,27,,,0,0,0,0,0,0,,5,OR,35,1,02C,293_8528,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835061,1,739,2,10,2019,1,9,3,0,0,2,1,26,,1,0,0,,002600100S00,45,21,44.02,-121,59,59.91,0,,,,,,0,38.5,55,3,1,,0,0,0,4,,0,8,8,9,5,3,2,1,0,1,1,124,79,10,1,,,0,0,0,0,1,0,,5,US,26,1,02C,293_14991,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835182,1,738,2,1,2019,6,9,3,185,68,14,1,26,,2,1,0,,002600200S00,45,23,50.21,-122,15,34.98,0,,1505,1904,1,,9,24.38,25,1,0,1,0,0,0,0,0,,3,H,6,5,3,2,1,1,1,1,,,,2,,,0,0,0,0,0,0,5,4,US,26,1,02C,293_10934,,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835197,1,1392,2,15,2019,6,15,26,83,57,14,1,26,,1,0,0,,002600100S00,45,29,12.13,-122,23,58.69,0,,1534,1904,1,,4,14.75,45,1,0,1,0,0,0,0,2,,9,E,3,5,3,2,1,1,1,0,,,,29,,,,,0,0,0,0,8,4,US,26,1,02C,293_764,,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835205,1,1082,2,9,2019,7,16,3,0,57,14,1,26,,2,0,0,,002600200S00,45,27,24.69,-122,22,40.86,0,,,,,,0,17.16,55,3,1,,0,0,0,2,,0,6,8,9,5,1,3,1,0,1,1,124,43,,26,,,0,0,0,0,0,0,,8,US,26,1,02C,293_6882,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835211,1,2742,4,1,2019,2,9,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,50.66,-122,34,43.32,0,,1940,5082,1,,7,5.04,35,1,0,1,0,0,0,0,0,,6,E,3,4,1,1,1,1,1,0,,,,29,,,,,0,0,0,0,9,2,US,26,1,02B,293_21461,,0,2,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,3,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835217,1,565,2,13,2019,4,9,3,0,0,2,1,26,,1,0,0,,002600100S00,45,18,41.07,-121,48,4.85,0,,,,,,0,50.85,55,5,0,,0,0,0,4,,1,4,9,9,5,6,3,1,4,1,0,124,44,,26,,,,,0,0,0,0,,5,US,26,1,02C,293_20910,,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835225,1,2527,7,25,2019,5,18,3,185,68,14,1,26,,1,0,0,,002600100S00,45,24,6.4,-122,16,55.86,0,,1504,1102,1,,4,23.21,45,2,0,,0,0,0,4,,0,5,B,6,5,1,1,1,0,1,5,,,,2,,,,,0,0,0,0,5,4,US,26,1,02C,293_17678,,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835231,1,2592,7,31,2019,4,15,3,185,68,14,1,26,,1,0,0,,002600100S00,45,23,51.82,-122,16,16.16,0,,1905,202,1,,8,23.83,25,3,1,,0,0,0,4,,0,1,8,9,4,1,1,1,0,1,3,62,58,53,17,,,0,0,0,0,0,0,5,4,US,26,1,02C,293_16428,,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835315,1,2652,8,3,2019,7,23,3,185,68,14,1,26,,1,0,0,,002600100S00,45,23,56.15,-122,16,27.72,0,,1904,2401,1,,0,23.65,40,1,1,1,0,0,0,0,0,,5,8,9,5,1,1,3,0,1,3,53,,,16,,,,,0,0,0,0,5,4,US,26,1,02C,293_16428,,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835316,1,2686,8,6,2019,3,13,3,185,68,14,1,26,,1,0,0,,002600100S00,45,24,0.67,-122,16,39.57,0,,1904,2109,1,,4,23.46,40,3,0,,0,0,0,4,,0,6,E,3,5,1,1,1,0,1,0,,,,29,,,,,0,0,0,0,5,4,US,26,1,02C,293_15038,,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835322,1,2741,8,10,2019,7,16,3,185,68,14,1,26,,1,0,0,,002600100S00,45,23,58.97,-122,16,34.95,0,,1904,2109,1,,4,23.54,40,2,0,,0,0,0,4,,0,5,B,6,5,1,1,1,0,1,3,,,,2,,,,,0,0,0,0,5,4,US,26,1,02C,293_17071,,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,5,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835330,1,2848,8,19,2019,2,15,3,0,0,2,1,26,,1,0,0,,002600100S00,45,18,32.98,-121,52,58.56,0,,,,,,0,46.36,55,3,0,,0,0,0,2,,0,3,E,3,5,1,1,1,0,1,0,,,,29,,,,,0,0,0,0,,5,US,26,1,02C,293_12670,,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835332,1,3227,9,18,2019,4,20,3,185,68,14,1,26,,1,0,0,,002600100S00,45,23,43.62,-122,14,58.66,0,,1504,1401,1,,4,25.14,40,3,1,,0,0,0,4,,0,1,8,9,5,2,2,3,0,1,3,61,,,10,,,0,0,0,0,0,0,5,4,US,26,1,02C,293_10840,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835374,1,1919,6,10,2019,2,19,3,185,68,14,1,26,,1,0,0,,002600100S00,45,24,32.2,-122,18,6.31,0,,142,1504,1,,4,22.15,50,1,0,1,0,0,0,0,1,,6,E,3,5,1,1,1,1,1,0,,,,29,,,,,0,0,0,0,5,4,US,26,1,02C,293_6837,,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835382,1,2191,6,28,2019,6,10,3,185,68,14,1,26,,1,0,0,,002600100S00,45,24,18.71,-122,17,31.65,0,,1504,7362,1,,8,22.67,45,3,0,,0,0,0,4,,0,3,E,3,5,1,1,1,0,1,3,3,,,27,29,,0,0,0,0,0,0,5,4,US,26,1,02C,293_8495,,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835386,1,2259,6,29,2019,7,0,3,0,0,2,1,26,,1,0,0,,002600100S00,45,22,0.04,-122,8,58.11,0,,,,,,0,30.68,55,3,0,,0,0,0,4,,1,4,9,9,5,1,1,3,0,1,1,120,,,10,,,0,0,1,0,0,0,,5,US,26,1,02C,293_14987,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835459,1,2958,6,27,2019,5,15,3,185,68,14,1,26,,1,0,0,,002600100S00,45,23,55.68,-122,16,26.44,0,,1904,2401,1,,4,23.67,40,3,0,,0,0,0,4,,1,0,C,5,5,1,1,1,0,1,3,,,,13,,,0,0,0,0,0,0,5,4,US,26,1,02C,293_16428,,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835471,1,2375,7,12,2019,6,16,3,185,68,14,1,26,,1,0,0,,002600100S00,45,23,53.8,-122,16,21.26,0,,1904,2401,1,,4,23.75,40,3,0,,0,0,0,4,,0,3,E,3,5,1,1,1,0,1,3,,,,29,,,0,0,0,0,0,0,5,4,US,26,1,02C,293_16428,,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835511,1,2404,7,14,2019,1,10,3,185,68,14,1,26,,1,1,0,,002600100S00,45,23,47.93,-122,15,28.06,0,,1905,2101,1,,6,24.5,25,3,0,,0,0,0,2,,0,4,C,5,5,1,1,1,0,1,0,,,,13,,,,,0,0,0,0,5,4,US,26,1,02C,293_9596,,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835592,1,2806,4,3,2019,4,14,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,49.71,-122,32,8.58,0,,1940,5124,1,,3,7.31,35,3,0,,0,0,0,2,,0,4,C,3,4,1,1,1,99,1,0,,,,29,,,,,0,0,0,0,9,2,US,26,1,02B,293_20865,,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835606,1,2811,4,3,2019,4,21,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,48.83,-122,32,36.51,0,,1940,5116,1,,9,6.93,35,1,0,3,0,0,0,0,0,,1,B,6,4,1,1,2,4,1,0,,,,2,,,,,0,0,0,0,9,2,US,26,1,02B,293_14852,,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835807,1,6333,7,26,2019,6,16,26,250,57,14,1,26,,1,0,0,,002600100S00,45,30,4.35,-122,39,54.01,0,,9005,5007,1,,7,0.8,40,8,0,,0,0,0,4,,0,3,E,3,5,1,1,1,99,1,0,,,,29,,,,,0,0,0,0,9,2,US,26,1,02B,293_6794,,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
