Crash ID,Record Type,Vehicle ID,Participant ID,Participant Display Seq#,Vehicle Coded Seq#,Participant Vehicle Seq#
1848616,3,3481984,3967824,2,2,1
1848719,3,3482174,3968060,1,1,1
1848719,3,3482175,3968061,2,2,1
1848792,3,3482321,3968239,1,1,1
1848792,3,3482322,3968240,2,2,1
1848792,3,3482323,3968241,3,3,1
1848895,3,3482519,3968495,1,1,1
1848895,3,3482519,3968496,2,1,2
1848895,3,3482520,3968497,3,2,1
1848913,3,3482555,3968535,1,1,1
1848913,3,3482556,3968536,2,2,1
1849019,3,3482754,3968775,1,1,1
1849019,3,3482755,3968776,2,2,1
1849019,3,3482756,3968777,3,3,1
1849023,3,3482762,3968784,1,1,1
1849023,3,3482763,3968785,2,2,1
1849023,3,3482764,3968786,3,3,1
1849023,3,3482765,3968787,4,4,1
1849220,3,3483153,3969236,1,1,1
1849220,3,3483154,3969237,2,2,1
1849271,3,3483245,3969346,1,1,1
1849271,3,3483246,3969347,2,2,1
1849271,3,3483246,3969348,3,2,2
1849271,3,3483247,3969349,4,3,1
1849286,3,3483275,3969380,1,1,1
1849286,3,3483276,3969381,2,2,1
1849286,3,3483276,3969382,3,2,2
1849286,3,3483276,3969383,4,2,3
1849289,3,3483282,3969389,1,1,1
1849289,3,3483283,3969390,2,2,1
1849323,3,3483349,3969462,1,1,1
1849323,3,3483350,3969463,2,2,1
1849337,3,3483378,3969494,1,1,1
1849337,3,3483379,3969495,2,2,1
1849337,3,3483379,3969496,3,2,2
1849386,3,3483471,3969605,1,1,1
1849386,3,3483472,3969606,2,2,1
1849386,3,3483472,3969607,3,2,2
1849386,3,3483473,3969608,4,3,1
1849472,3,3483652,3969813,1,1,1
1849472,3,3483653,3969814,2,2,1
1849480,3,3483668,3969833,1,1,1
1849480,3,3483669,3969834,2,2,1
1849501,3,3483707,3969877,1,1,1
1849501,3,3483708,3969878,2,2,1
1849501,3,3483708,3969879,3,2,2
1849501,3,3483708,3969880,4,2,3
1849501,3,3483708,3969881,5,2,4
1849503,3,3483710,3969884,1,1,1
1849503,3,3483710,3969885,2,1,2
1849503,3,3483711,3969886,3,2,1
1849552,3,3483802,3969992,1,1,1
1849552,3,3483803,3969993,2,2,1
1849597,3,3483898,3970103,1,1,1
1849597,3,3483899,3970104,2,2,1
1849597,3,3483899,3970105,3,2,2
1849597,3,3483899,3970106,4,2,3
1849637,3,3483976,3970200,1,1,1
1849637,3,3483977,3970201,2,2,1
1849683,3,3484059,3970305,1,1,1
1849683,3,3484060,3970306,2,2,1
1849777,3,3484233,3970523,1,1,1
1849777,3,3484234,3970524,2,2,1
1849777,3,3484234,3970525,3,2,2
1849815,3,3484307,3970602,1,1,1
1849815,3,3484308,3970603,2,2,1
1849815,3,3484308,3970604,3,2,2
1849893,3,3484452,3970778,1,1,1
1849893,3,3484452,3970779,2,1,2
1849893,3,3484452,3970780,3,1,3
1849893,3,3484453,3970781,4,2,1
1849893,3,3484453,3970782,5,2,2
1849893,3,3484453,3970783,6,2,3
1849940,3,3484537,3970883,1,1,1
1849940,3,3484538,3970884,2,2,1
1849971,3,3484601,3970959,1,1,1
1850002,3,3484660,3971031,1,1,1
1850002,3,3484661,3971032,2,2,1
1850038,3,3484732,3971113,1,1,1
1850038,3,3484733,3971114,2,2,1
1850038,3,3484734,3971115,3,3,1
1850223,3,3485076,3971524,1,1,1
1850223,3,3485077,3971525,2,2,1
1850230,3,3485091,3971534,1,1,1
1850230,3,3485092,3971535,2,2,1
1850230,3,3485092,3971536,3,2,2
1850352,3,3485325,3971817,1,1,1
1850352,3,3485325,3971818,2,1,2
1850352,3,3485326,3971819,3,2,1
1850368,3,3485354,3971849,1,1,1
1850368,3,3485355,3971850,2,2,1
1850651,3,3485881,3972485,1,1,1
1850651,3,3485882,3972486,2,2,1
1850653,3,3485885,3972489,1,1,1
1850653,3,3485886,3972490,2,2,1
1850737,3,3486029,3972648,1,1,1
1850737,3,3486030,3972649,2,2,1
1850737,3,3486030,3972650,3,2,2
1850737,3,3486030,3972651,4,2,3
1850737,3,3486030,3972652,5,2,4
1850744,3,3486040,3972662,1,1,1
1850744,3,3486041,3972663,2,2,1
1850772,3,3486087,3972719,1,1,1
1850772,3,3486088,3972720,2,2,1
1850791,3,3486121,3972758,1,1,1
1850791,3,3486122,3972759,2,2,1
1850810,3,3486156,3972807,1,1,1
1850810,3,3486157,3972808,2,2,1
1850874,3,3486282,3972959,1,1,1
1850874,3,3486283,3972960,2,2,1
1850879,3,3486291,3972969,1,1,1
1850879,3,3486292,3972970,2,2,1
1850879,3,3486292,3972971,3,2,2
1850879,3,3486293,3972972,4,3,1
1850898,3,3486338,3973024,1,1,1
1850898,3,3486339,3973025,2,2,1
1850911,3,3486362,3973052,1,1,1
1850911,3,3486363,3973053,2,2,1
1850939,3,3486412,3973113,1,1,1
1850939,3,3486413,3973114,2,2,1
1850939,3,3486414,3973115,3,3,1
1850968,3,3486463,3973176,1,1,1
1850968,3,3486463,3973177,2,1,2
1850968,3,3486465,3973178,3,3,1
1850968,3,3486465,3973179,4,3,2
1850983,3,3486491,3973211,1,1,1
1850983,3,3486492,3973212,2,2,1
1850983,3,3486492,3973213,3,2,2
1851014,3,3486552,3973288,1,1,1
1851014,3,3486553,3973289,2,2,1
1851014,3,3486553,3973290,3,2,2
1851014,3,3486553,3973291,4,2,3
1851035,3,3486587,3973335,1,1,1
1851035,3,3486588,3973336,2,2,1
1851041,3,3486597,3973350,1,1,1
1851041,3,3486598,3973351,2,2,1
1851062,3,3486636,3973399,1,1,1
1851062,3,3486637,3973400,2,2,1
1851072,3,3486653,3973418,1,1,1
1851072,3,0,3973419,2,,1
1851075,3,3486658,3973424,1,1,1
1851075,3,3486659,3973425,2,2,1
1851097,3,3486692,3973464,1,1,1
1851097,3,3486693,3973465,2,2,1
1851097,3,3486693,3973466,3,2,2
1851131,3,3486754,3973541,1,1,1
1851131,3,3486755,3973542,2,2,1
1851142,3,3486776,3973564,1,1,1
1851142,3,3486777,3973565,2,2,1
1851178,3,3486840,3973648,1,1,1
1851178,3,3486841,3973649,2,2,1
1851178,3,3486841,3973650,3,2,2
1851189,3,3486860,3973674,1,1,1
1851189,3,3486861,3973675,2,2,1
1851193,3,3486868,3973682,1,1,1
1851193,3,3486869,3973683,2,2,1
1851193,3,3486869,3973684,3,2,2
1851193,3,3486870,3973685,4,3,1
1851193,3,3486870,3973686,5,3,2
1851272,3,3487013,3973852,1,1,1
1851272,3,3487014,3973853,2,2,1
1851274,3,3487016,3973855,1,1,1
1851274,3,3487017,3973856,2,2,1
1851313,3,3487089,3973937,1,1,1
1851365,3,3487190,3974047,1,1,1
1851365,3,3487191,3974048,2,2,1
1851526,3,3487519,3974418,1,1,1
1851540,3,3487545,3974449,1,1,1
1851540,3,3487546,3974450,2,2,1
1851540,3,3487546,3974451,3,2,2
1851552,3,3487571,3974479,1,1,1
1851552,3,3487572,3974480,2,2,1
1851557,3,3487578,3974490,1,1,1
1851557,3,3487579,3974491,2,2,1
1851558,3,3487580,3974492,1,1,1
1851558,3,3487581,3974493,2,2,1
1851558,3,3487582,3974494,3,3,1
1851558,3,3487582,3974495,4,3,2
1851564,3,3487592,3974507,1,1,1
1851564,3,3487593,3974508,2,2,1
1851581,3,3487623,3974543,1,1,1
1851581,3,3487624,3974544,2,2,1
1851609,3,3487676,3974610,1,1,1
1851609,3,3487677,3974611,2,2,1
1851688,3,3487825,3974798,1,1,1
1851688,3,0,3974799,2,,1
1851693,3,3487834,3974810,1,1,1
1851693,3,3487835,3974811,2,2,1
1851700,3,3487851,3974831,1,1,1
1851706,3,3487863,3974848,1,1,1
1851706,3,3487863,3974849,2,1,2
1851706,3,3487863,3974850,3,1,3
1851706,3,3487863,3974851,4,1,4
1851706,3,3487864,3974852,5,2,1
1851721,3,3487889,3974882,1,1,1
1851721,3,3487889,3974883,2,1,2
1851721,3,3487890,3974884,3,2,1
1851723,3,3487892,3974886,1,1,1
1851723,3,3487893,3974887,2,2,1
1851723,3,3487893,3974888,3,2,2
1851759,3,3487956,3974966,1,1,1
1851759,3,3487957,3974967,2,2,1
1851759,3,3487958,3974968,3,3,1
1851776,3,3487990,3975001,1,1,1
1851776,3,3487990,3975002,2,1,2
1851776,3,3487991,3975003,3,2,1
1851837,3,3488100,3975134,1,1,1
1851837,3,3488101,3975135,2,2,1
1851849,3,3488127,3975166,1,1,1
1851849,3,3488128,3975167,2,2,1
1851940,3,3488302,3975380,1,1,1
1851940,3,3488303,3975381,2,2,1
1851959,3,3488335,3975426,1,1,1
1851959,3,3488336,3975427,2,2,1
1851966,3,3488348,3975440,1,1,1
1851966,3,3488349,3975441,2,2,1
1852005,3,3488421,3975524,1,1,1
1852005,3,3488422,3975525,2,2,1
1852005,3,3488423,3975526,3,3,1
1852048,3,3488505,3975621,1,1,1
1852048,3,3488506,3975622,2,2,1
1852048,3,3488506,3975623,3,2,2
1852070,3,3488549,3975677,1,1,1
1852070,3,3488550,3975678,2,2,1
1852116,3,3488636,3975778,1,1,1
1852116,3,3488637,3975779,2,2,1
1852143,3,3488687,3975836,1,1,1
1852143,3,0,3975837,2,,1
1852165,3,3488730,3975887,1,1,1
1852165,3,3488731,3975888,2,2,1
1852201,3,3488796,3975972,1,1,1
1852201,3,3488797,3975973,2,2,1
1852212,3,3488816,3975997,1,1,1
1852212,3,3488817,3975998,2,2,1
1852223,3,3488834,3976018,1,1,1
1852223,3,3488834,3976019,2,1,2
1852223,3,3488835,3976020,3,2,1
1852287,3,3488956,3976163,1,1,1
1852287,3,3488957,3976164,2,2,1
1852367,3,3489096,3976334,1,1,1
1852367,3,3489097,3976335,2,2,1
1852369,3,3489100,3976338,1,1,1
1852369,3,3489101,3976339,2,2,1
1852380,3,3489122,3976371,1,1,1
1852380,3,3489123,3976372,2,2,1
1852381,3,3489124,3976373,1,1,1
1852381,3,3489125,3976374,2,2,1
1852384,3,3489130,3976379,1,1,1
1852384,3,3489131,3976380,2,2,1
1852385,3,3489132,3976381,1,1,1
1852385,3,3489133,3976382,2,2,1
1852404,3,3489168,3976418,1,1,1
1852404,3,3489169,3976419,2,2,1
1852464,3,3489290,3976555,1,1,1
1852464,3,3489291,3976556,2,2,1
1852483,3,3489329,3976600,1,1,1
1852483,3,3489330,3976601,2,2,1
1852483,3,3489330,3976602,3,2,2
1852483,3,3489330,3976603,4,2,3
1852483,3,3489330,3976604,5,2,4
1852562,3,3489480,3976777,1,1,1
1852562,3,3489481,3976778,2,2,1
1852562,3,3489482,3976779,3,3,1
1852623,3,3489598,3976923,1,1,1
1852623,3,3489599,3976924,2,2,1
1852623,3,3489599,3976925,3,2,2
1852657,3,3489659,3977004,1,1,1
1852657,3,3489660,3977005,2,2,1
1852691,3,3489723,3977087,1,1,1
1852691,3,0,3977088,2,,1
1852735,3,3489808,3977180,1,1,1
1852735,3,3489809,3977181,2,2,1
1852769,3,3489869,3977246,1,1,1
1852769,3,3489870,3977247,2,2,1
1852769,3,3489870,3977248,3,2,2
1852773,3,3489876,3977255,1,1,1
1852773,3,3489877,3977256,2,2,1
1852807,3,3489937,3977325,1,1,1
1852807,3,3489938,3977326,2,2,1
1852828,3,3489978,3977371,1,1,1
1852828,3,0,3977372,2,,1
1852853,3,3490024,3977432,1,1,1
1852853,3,3490025,3977433,2,2,1
1852870,3,3490059,3977473,1,1,1
1852870,3,3490059,3977474,2,1,2
1852870,3,3490060,3977475,3,2,1
1852889,3,3490095,3977519,1,1,1
1852889,3,0,3977520,2,,1
1852933,3,3490178,3977612,1,1,1
1852933,3,3490179,3977613,2,2,1
1852933,3,3490179,3977614,3,2,2
1852934,3,3490180,3977615,1,1,1
1852934,3,3490181,3977616,2,2,1
1852934,3,3490181,3977617,3,2,2
1852937,3,3490186,3977622,1,1,1
1852937,3,3490187,3977623,2,2,1
1852937,3,3490187,3977624,3,2,2
1852965,3,3490237,3977683,1,1,1
1852965,3,3490238,3977684,2,2,1
1852981,3,3490269,3977723,1,1,1
1852981,3,3490270,3977724,2,2,1
1853011,3,3490329,3977782,1,1,1
1853011,3,3490330,3977783,2,2,1
1853019,3,3490347,3977802,1,1,1
1853019,3,3490348,3977803,2,2,1
1853019,3,3490348,3977804,3,2,2
1853019,3,3490348,3977805,4,2,3
1853209,3,3490708,3978239,1,1,1
1853209,3,3490708,3978240,2,1,2
1853242,3,3490764,3978306,1,1,1
1853242,3,3490765,3978307,2,2,1
1853242,3,3490766,3978308,3,3,1
1853242,3,3490766,3978309,4,3,2
1853265,3,3490807,3978360,1,1,1
1853265,3,3490808,3978361,2,2,1
1853265,3,3490808,3978362,3,2,2
1853265,3,3490809,3978363,4,3,1
1853304,3,3490877,3978446,1,1,1
1853304,3,3490878,3978447,2,2,1
1853304,3,3490878,3978448,3,2,2
1853339,3,3490939,3978515,1,1,1
1853339,3,3490940,3978516,2,2,1
1853339,3,3490940,3978517,3,2,2
1853353,3,3490962,3978541,1,1,1
1853353,3,3490963,3978542,2,2,1
1853448,3,3491129,3978734,1,1,1
1853448,3,3491130,3978735,2,2,1
1853466,3,3491160,3978777,1,1,1
1853466,3,3491161,3978778,2,2,1
1853466,3,3491161,3978779,3,2,2
1853466,3,3491161,3978780,4,2,3
1853499,3,3491223,3978847,1,1,1
1853499,3,3491224,3978848,2,2,1
1853505,3,3491236,3978861,1,1,1
1853505,3,3491237,3978862,2,2,1
1853514,3,3491253,3978880,1,1,1
1853514,3,3491254,3978881,2,2,1
1853517,3,3491259,3978887,1,1,1
1853517,3,3491260,3978888,2,2,1
1853519,3,3491262,3978891,1,1,1
1853543,3,3491306,3978941,1,1,1
1853543,3,3491307,3978942,2,2,1
1853582,3,3491378,3979026,1,1,1
1853582,3,3491379,3979027,2,2,1
1853585,3,3491384,3979032,1,1,1
1853606,3,3491426,3979077,1,1,1
1853606,3,3491427,3979078,2,2,1
1853699,3,3491598,3979289,1,1,1
1853699,3,3491599,3979290,2,2,1
1853728,3,3491651,3979346,1,1,1
1853728,3,3491652,3979347,2,2,1
1853728,3,3491652,3979348,3,2,2
1853728,3,3491653,3979349,4,3,1
1853728,3,3491653,3979350,5,3,2
1853731,3,3491657,3979354,1,1,1
1853731,3,0,3979355,2,,1
1853788,3,3491762,3979480,1,1,1
1853788,3,3491763,3979481,2,2,1
1853809,3,3491804,3979528,1,1,1
1853809,3,3491805,3979529,2,2,1
1853809,3,3491805,3979530,3,2,2
1853845,3,3491872,3979615,1,1,1
1853845,3,3491873,3979616,2,2,1
1853845,3,3491874,3979617,3,3,1
1853856,3,3491895,3979640,1,1,1
1853856,3,3491896,3979641,2,2,1
1853862,3,3491908,3979655,1,1,1
1853862,3,3491908,3979656,2,1,2
1853862,3,3491909,3979657,3,2,1
1853863,3,3491910,3979658,1,1,1
1853863,3,3491911,3979659,2,2,1
1853863,3,3491911,3979660,3,2,2
1853863,3,3491911,3979661,4,2,3
1853879,3,3491941,3979694,1,1,1
1853879,3,0,3979695,2,,1
1853892,3,3491964,3979727,1,1,1
1853892,3,3491964,3979728,2,1,2
1853898,3,3491976,3979741,1,1,1
1853898,3,3491976,3979742,2,1,2
1853898,3,3491977,3979743,3,2,1
1853898,3,3491978,3979744,4,3,1
1853962,3,3492102,3979876,1,1,1
1853962,3,3492103,3979877,2,2,1
1853962,3,3492103,3979878,3,2,2
1854007,3,3492184,3979975,1,1,1
1854007,3,3492185,3979976,2,2,1
1854007,3,3492185,3979977,3,2,2
1854007,3,3492185,3979978,4,2,3
1854013,3,3492194,3979989,1,1,1
1854013,3,3492195,3979990,2,2,1
1854063,3,3492275,3980073,1,1,1
1854063,3,3492276,3980074,2,2,1
1854066,3,3492280,3980079,1,1,1
1854066,3,3492281,3980080,2,2,1
1854071,3,3492290,3980092,1,1,1
1854071,3,3492291,3980093,2,2,1
1854092,3,3492329,3980138,1,1,1
1854092,3,3492330,3980139,2,2,1
1854099,3,3492339,3980151,1,1,1
1854099,3,3492340,3980152,2,2,1
1854169,3,3492459,3980283,1,1,1
1854169,3,3492460,3980284,2,2,1
1854273,3,3492640,3980471,1,1,1
1854273,3,3492641,3980472,2,2,1
1854273,3,3492642,3980473,3,3,1
1854286,3,3492663,3980497,1,1,1
1854286,3,0,3980498,2,,1
1854309,3,3492703,3980541,1,1,1
1854309,3,3492704,3980542,2,2,1
1854335,3,3492743,3980583,1,1,1
1854335,3,3492744,3980584,2,2,1
1854338,3,3492748,3980588,1,1,1
1854338,3,3492749,3980589,2,2,1
1854339,3,3492750,3980590,1,1,1
1854339,3,3492751,3980591,2,2,1
1854339,3,3492752,3980592,3,3,1
1854339,3,3492752,3980593,4,3,2
1854339,3,3492753,3980594,5,4,1
1854347,3,3492766,3980606,1,1,1
1854347,3,3492767,3980607,2,2,1
1854392,3,3492842,3980685,1,1,1
1854392,3,3492843,3980686,2,2,1
1854398,3,3492853,3980696,1,1,1
1854398,3,3492854,3980697,2,2,1
1854483,3,3493004,3980844,1,1,1
1854483,3,3493005,3980845,2,2,1
1854569,3,3493129,3980966,1,1,1
1854731,3,3493393,3981225,1,1,1
1854731,3,3493394,3981226,2,2,1
1854794,3,3493494,3981321,1,1,1
1854794,3,3493495,3981322,2,2,1
1854861,3,3493606,3981432,1,1,1
1854861,3,3493607,3981433,2,2,1
1854881,3,3493640,3981465,1,1,1
1854881,3,3493641,3981466,2,2,1
1854887,3,3493650,3981475,1,1,1
1854887,3,3493651,3981476,2,2,1
1854987,3,3493823,3981642,1,1,1
1854987,3,3493824,3981643,2,2,1
1854997,3,3493838,3981656,1,1,1
1854997,3,3493839,3981657,2,2,1
1855110,3,3494045,3981852,1,1,1
1855361,3,3494473,3982267,1,1,1
1855361,3,3494474,3982268,2,2,1
1855400,3,3494540,3982331,1,1,1
1855400,3,3494541,3982332,2,2,1
1855571,3,3494832,3982618,1,1,1
1855571,3,3494833,3982619,2,2,1
1855657,3,3494975,3982753,1,1,1
1855657,3,3494976,3982754,2,2,1
1855808,3,3495229,3983003,1,1,1
1855808,3,3495230,3983004,2,2,1
1855937,3,3495458,3983226,1,1,1
1855937,3,3495459,3983227,2,2,1
1855957,3,3495490,3983256,1,1,1
1855957,3,3495491,3983257,2,2,1
1856211,3,3495930,3983681,1,1,1
1856211,3,3495931,3983682,2,2,1
1856237,3,3495975,3983727,1,1,1
1856237,3,3495976,3983728,2,2,1
1856784,3,3496940,3984667,1,1,1
1856784,3,3496941,3984668,2,2,1
1857340,3,3497927,3985617,1,1,1
1857340,3,3497928,3985618,2,2,1
1857364,3,3497968,3985657,1,1,1
1857364,3,3497969,3985658,2,2,1
1857401,3,3498037,3985723,1,1,1
1857401,3,3498038,3985724,2,2,1
1857514,3,3498234,3985918,1,1,1
1857668,3,3498499,3986173,1,1,1
1857668,3,3498500,3986174,2,2,1
1858032,3,3499117,3986779,1,1,1
1858032,3,3499118,3986780,2,2,1
1858057,3,3499162,3986823,1,1,1
1858057,3,3499163,3986824,2,2,1
1858160,3,3499341,3986993,1,1,1
1858160,3,3499342,3986994,2,2,1
1858180,3,3499375,3987025,1,1,1
1858180,3,3499376,3987026,2,2,1
1858328,3,3499638,3987280,1,1,1
1858328,3,3499639,3987281,2,2,1
1858585,3,3500099,3987725,1,1,1
1858585,3,3500100,3987726,2,2,1
1858607,3,3500142,3987768,1,1,1
1858607,3,3500143,3987769,2,2,1
1858723,3,3500353,3987979,1,1,1
1858723,3,3500354,3987980,2,2,1
1858727,3,3500361,3987987,1,1,1
1858727,3,3500362,3987988,2,2,1
1858806,3,3500495,3988116,1,1,1
1858806,3,3500496,3988117,2,2,1
1858869,3,3500609,3988228,1,1,1
1858869,3,3500610,3988229,2,2,1
1858965,3,3500778,3988390,1,1,1
1859192,3,3501189,3988784,1,1,1
1859192,3,3501190,3988785,2,2,1
1859233,3,3501262,3988853,1,1,1
1859233,3,3501263,3988854,2,2,1
1859239,3,3501273,3988863,1,1,1
1859239,3,3501274,3988864,2,2,1
1859379,3,3501510,3989089,1,1,1
1859379,3,3501511,3989090,2,2,1
1859422,3,3501580,3989156,1,1,1
1859422,3,3501581,3989157,2,2,1
1859523,3,3501742,3989314,1,1,1
1859523,3,3501743,3989315,2,2,1
1859565,3,3501815,3989383,1,1,1
1859565,3,3501816,3989384,2,2,1
1859613,3,3501907,3989470,1,1,1
1859613,3,3501908,3989471,2,2,1
1859616,3,3501912,3989475,1,1,1
1859616,3,3501913,3989476,2,2,1
1859785,3,3502207,3989760,1,1,1
1860007,3,3502620,3990155,1,1,1
1860007,3,3502621,3990156,2,2,1
1860036,3,3502677,3990212,1,1,1
1860036,3,3502678,3990213,2,2,1
1860043,3,3502691,3990226,1,1,1
1860053,3,3502708,3990243,1,1,1
1860053,3,3502709,3990244,2,2,1
1860257,3,3503077,3990600,1,1,1
1860257,3,3503078,3990601,2,2,1
1860289,3,3503140,3990662,1,1,1
1860289,3,3503141,3990663,2,2,1
1860371,3,3503276,3990794,1,1,1
1860417,3,3503359,3990876,1,1,1
1860417,3,3503360,3990877,2,2,1
1860427,3,3503378,3990895,1,1,1
1860427,3,3503379,3990896,2,2,1
1860453,3,3503423,3990937,1,1,1
1860453,3,3503424,3990938,2,2,1
1860771,3,3503992,3991482,1,1,1
1860771,3,3503993,3991483,2,2,1
